	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	2.0	" Hoi, mijn naam is Robin."	robot			0			statement	4.418900966644290
1	1	3.28	4.28	 Hoe heet jij?	robot			0			open_question_factual	3.68927001953125
2	2	5.2	5.7	 Kim.	human			0			statement	2.407935380935670
3	3	8.7	12.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			statement	0.769734263420105
4	4	13.1	15.3	 Het gaat over mijn drie vrienden.	robot			0			statement	5.2363362312316900
5	5	16.4	18.3	 Ik zal ze aan je voorstellen.	robot			0			statement	4.214899063110350
6	6	20.8	24.5	" Zie je daar de tablet, op die stand daar naast mij?"	robot			0			statement	2.6480042934417700
7	7	25.9	26.4	 Ja.	human			0			pos_answer	4.317912578582760
8	8	27.2	31.5	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.956076145172120
9	9	32.8	34.6	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
10	10	36.0	37.8	 Je moet ze een beetje onthouden.	robot			0			statement	2.3503527641296400
11	11	42.1	46.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.979675531387330
12	12	47.2	50.1	 Soms staan ze ook op foto met anderen.	robot			0			statement	3.1098053455352800
13	13	51.3	54.2	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.97830867767334
14	14	55.2	61.1	" Maar, op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto."	robot			0			statement	5.120061874389650
15	15	62.3	64.4	 Daar maken we een leuk spel van.	robot			0			statement	4.0685296058654800
16	16	65.6	69.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
17	17	71.1	72.4	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
18	18	73.6	74.1	 Ja.	human			0			pos_answer	5.4217610359191900
19	19	74.9	76.3	 Het werkt als volgt.	robot			0			back-channeling	2.9404990673065200
20	20	77.5	80.0	 We gaan de vrienden één voor één langs.	robot			0			statement	3.345562219619750
21	21	81.0	87.4	 Jij vertelt wie je op welke plek ziet en heb vertel dan op welke plek staat in mijn plaatje.	robot			0			statement	4.976672172546390
22	22	88.5	94.8	" Als we goed overleggen, vinden we samen de juiste antwoord en is onze score hoger."	robot			0			statement	4.6842875480651900
23	23	95.9	96.9	 Leuk toch?	robot			0			comment	1.0864572525024400
24	24	98.0	99.0	 Heel leuk!	human			0			appreciation	1.453019142150880
25	25	99.2	101.1	 Laten we dit even oefenen.	robot			0			command	3.8059165477752700
26	26	102.2	105.6	 Druk maar op de knop om door te gaan naar de oefenronde.	robot			0			statement	1.4271230697631800
27	27	110.8	118.2	" Beschrijf nu maar aan mij wie er bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	1.991439700126650
28	28	119.7	122.8	Dat is de plek met het cijfer 1 erboven.	robot			0	1	continue	statement	3.9814414978027300
29	29	123.8	130.0	 Je kunt bijvoorbeeld aan mij vertellen hoe een gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.3289384841918900
30	30	133.0	134.2	 Blond haar.	human	 Blond haar.	7	0	1	answer-description	statement	4.223592281341550
31	31	136.8	138.8	 Lang blond haar meisje.	human	 Lang blond haar meisje.	7	0	1	continue-description	statement	3.5810439586639400
32	32	140.0	141.0	 Eens kijken.	robot			0	1	ack-doing	statement	3.894108533859250
33	33	142.0	145.0	" Oh ja, die staat bij mij op de tweede plek."	robot			0	1	ack-done	opinion	1.499052882194520
34	34	146.3	148.7	Je kan nu op het cijfer 1 tikken.	robot			0			statement	3.3085238933563200
35	35	149.9	151.7	 Er opent dan een muntje.	robot			0			statement	5.5336480140686000
36	36	153.0	159.4	Daarin kan je het cijfer 2 invullen om aan te geven dat die op de tweede plek staat bij mij.	robot			0			statement	4.890611171722410
37	37	160.6	166.5	" Als je dat gedaan hebt, verschijnt er een klinkje om aan te geven dat je het hebt ingevuld."	robot			0			statement	4.019284725189210
38	38	167.8	168.6	 Klopt dat?	robot			0			back-channeling	1.9380466938018800
39	39	168.9	169.4	 Nee.	human			0			neg_answer	3.8632686138153100
40	40	171.0	172.2	" Ja, daar is een klinkje."	human			0			statement	1.638551950454710
41	41	173.8	174.3	 Ah.	robot			0			hold	3.993678569793700
42	42	178.1	180.1	 Het cijfer blijft hetzelfde.	robot			0			statement	2.801848888397220
43	43	184.5	185.3	 Dat klopt.	human			0			comment	1.4814130067825300
44	44	187.0	187.5	 Mooi.	robot			0			appreciation	2.8605704307556200
45	45	188.7	193.0	 In het echte spel moeten we samen de antwoorden vinden voor alle vrienden.	robot			0			statement	3.0536177158355700
46	46	194.3	198.7	 Voor we doorgaan naar het echte spel nog even een paar spelregels.	robot			0			statement	3.3675804138183600
47	47	199.0	202.2	 Je krijgt het blaadje maar een paar seconden te zien.	robot			0			statement	4.430012226104740
48	48	203.3	207.3	 Onthoud dus goed wie waar staat en hoe die persoon eruit ziet.	robot			0			opinion	2.8552117347717300
49	49	208.5	215.0	 Daarna kun je vertellen wat je zag en ga mij overleggen wie waar staat op jouw plaatje en op de mijne.	robot			0			statement	4.627242565155030
50	50	216.3	216.8	 Oké.	human			0			pos_answer	4.9738359451293900
51	51	216.8	217.5	 Is dat goed?	robot			0			yes_no_question	1.1844913959503200
52	52	217.5	218.0	 Ja.	human			0			pos_answer	5.560951232910160
53	53	218.8	219.3	 Top.	robot			0			abandon	4.1940155029296900
54	54	220.4	226.8	" Als je bent vergeten wie je zag, kan je op het scherm tikken op de knop Laat het blaadje zien."	robot			0			statement	1.8056412935257000
55	55	227.8	230.6	 Maar je moet ook goed naar mij kijken.	robot			0			statement	4.238884449005130
56	56	232.2	234.7	" Dat gaat wat makkelijker, toch?"	robot			0			statement	1.0551488399505600
57	57	235.5	236.0	 Ja.	human			0			pos_answer	2.8998801708221400
58	58	236.0	238.0	 Ben je klaar voor het echte spel?	robot			0			pos_answer	2.9298622608184800
59	59	238.0	238.8	 Ja.	human			0			pos_answer	5.208436012268070
60	60	239.8	240.5	 Oké.	robot			0			back-channeling	3.583200216293340
61	61	241.5	244.5	 Het spel duurt in totaal zes rondes.	robot			0			statement	2.5579965114593500
62	62	245.7	250.4	 Je kunt elke keer naar beneden scrollen om het hele blaadje te zien.	robot			0			statement	3.751751661300660
63	63	251.6	255.4	 Klik maar op de knop Ga door op het scherm om te beginnen.	robot			0			statement	2.455251455307010
64	64	256.4	257.4	 Leuk hoor.	robot			0			appreciation	2.944849967956540
65	65	268.7	271.0	Wie staat er nu bij jou op plek 1?	robot			1	2		open_question_opinion	3.1037192344665500
66	66	271.5	274.2	 Lang blond haar. Een meisje.	human	 Lang blond haar. Een meisje.	10	1	2	answer-description	statement	2.292424440383910
67	67	276.1	278.2	 Die staat bij mij ook op die plek	robot			1	2	ack-done	statement	5.798797130584720
