	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	2.971696138381960
1	1	6.0	7.0	 Ik heet Jannie.	human			0			statement	4.176726818084720
2	2	8.0	11.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	1.799596905708310
3	3	12.0	17.0	 Het gaat over mijn drie vrienden. Ik zal ze aan me voorstellen.	robot			0			statement	4.885993003845220
4	4	20.0	23.0	" Zie je daar de tablet, op die standaard naast mij?"	robot			0			statement	3.193877696990970
5	5	24.0	26.0	" Ja, dat zie ik."	human			0			statement	2.545903444290160
6	6	27.0	32.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	3.957954168319700
7	7	33.0	35.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
8	8	36.0	38.0	 Ja? Die moet je een beetje onthouden.	robot			0			statement	1.3351000547409100
9	9	39.0	40.0	 Hoe?	human			0			abandon	2.7157998085022000
10	10	41.0	44.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	2.594897747039800
11	11	45.0	48.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
12	12	49.0	52.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
13	13	53.0	59.0	 Maar op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto.	robot			0			statement	5.253235340118410
14	14	60.0	63.0	 Daar maken we een leuk spel van.	robot			0			statement	4.996688365936280
15	15	64.0	67.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
16	16	69.0	70.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
17	17	71.0	73.0	" Ja, is oké. Ik zal het proberen."	human			0			pos_answer	3.677928924560550
18	18	74.0	76.0	 Het werkt als volgt.	robot			0			statement	1.7524285316467300
19	19	77.0	79.0	 We gaan de vrienden een voor een langs.	robot			0			statement	3.7233316898345900
20	20	80.0	86.0	 Jij vertelt wie je op welke plek ziet en heb vertel dan op welke plek die staat in mijn plaatje.	robot			0			statement	5.014404773712160
21	21	87.0	94.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.668951988220220
22	22	95.0	96.0	 Leuk toch?	robot			0			comment	1.0802743434906000
23	23	97.0	98.0	" Ja, dat zou leuk zijn."	human			0			pos_answer	1.474747657775880
24	24	99.0	100.0	 Laten we dit even oefenen.	robot			0			command	2.767294406890870
25	25	101.0	104.0	 Druk maar op de knop om door te gaan naar de oefenronde.	robot			0			statement	1.4271230697631800
26	26	109.0	115.0	" Beschrijf nu maar aan mij wie er bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	1.991439700126650
27	27	117.0	120.0	Dat is de plek met het cijfer 1 erboven.	robot			0	1	continue	statement	3.9814414978027300
28	28	121.0	127.0	 Je kunt bijvoorbeeld aan mij vertellen hoe haar gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.886892557144170
29	29	131.0	134.0	 Blond haar? Lang haar?	human	 Blond haar? Lang haar?	7	0	1	answer-description	statement	3.0187251567840600
30	30	135.0	138.0	" Oh ja, die staat bij mij op de tweede plek."	robot			0	1	ack-done	opinion	1.712307095527650
31	31	139.0	142.0	Je kan nu op het cijfer 1 tikken.	robot			0			statement	3.3085238933563200
32	32	143.0	145.0	 Er opent dan een muntje.	robot			0			statement	5.5336480140686000
33	33	146.0	153.0	Daarin kan je het cijfer 2 invullen om aan te geven dat die op de tweede plek staat bij mij.	robot			0			statement	4.890611171722410
34	34	154.0	160.0	" Als je dat gedaan hebt, verschijnt er een vinkje om aan te geven dat je het hebt ingevuld."	robot			0			statement	3.99428129196167
35	35	161.0	162.0	 Klopt dat?	robot			0			back-channeling	1.9139047861099200
36	36	162.0	163.0	" Ja, dat klopt."	human			0			pos_answer	2.749783754348760
37	37	165.0	166.0	 Mooi.	robot			0			appreciation	1.7821452617645300
38	38	167.0	171.0	 In het echte spel moeten we samen de antwoorden vinden voor alle vrienden.	robot			0			statement	3.0536177158355700
39	39	172.0	177.0	" Voor we doorgaan, laten we het echte spel nog even een paar spelletjes doen."	robot			0			statement	2.834003448486330
40	40	178.0	180.0	 Je krijgt het plaatje maar een paar seconden te zien.	robot			0			statement	3.062613010406490
41	41	181.0	185.0	 Onthoud dus wie waar staat en hoe die persoon eruit ziet.	robot			0			opinion	2.0718557834625200
42	42	186.0	187.0	 Ja.	human			0			pos_answer	2.9938948154449500
43	43	195.0	196.0	 Is dat goed?	robot			0			pos_answer	1.812748908996580
44	44	196.0	197.0	 Ja hoor.	human			0			pos_answer	4.035712242126470
45	45	197.0	198.0	 Top.	robot			0			abandon	3.534417152404790
46	46	199.0	204.0	" Als je bent vergeten wie je zag, kan je op het scherm tikken op de knop."	robot			0			statement	1.523590326309200
47	47	204.0	206.0	 Laat het plaatje zien.	robot			0			statement	4.381379127502440
48	48	207.0	210.0	 Maar je moet ook goed naar mij kijken.	robot			0			statement	1.5795128345489500
