	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robyn. Hoe heet jij?"	robot			0			statement	2.710099220275880
1	1	5.0	6.0	 Emmy.	human			0			statement	3.7509143352508500
2	2	8.0	12.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	0.8741829991340640
3	3	12.0	18.0	 Het gaat over mijn drie vrienden. Ik zal ze aan je voorstellen.	robot			0			statement	4.705556869506840
4	4	20.0	24.0	 Zie je daar de tablet op de stand daar naast mij?	robot			0			statement	3.586432456970220
5	5	24.0	25.0	 Ja.	human			0			pos_answer	4.485574722290040
6	6	26.0	31.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.956076145172120
7	7	32.0	34.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
8	8	35.0	37.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
9	9	39.0	44.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.8145439624786400
10	10	45.0	48.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
11	11	49.0	52.0	 Wij krijgen allebei deze foto's gezien.	robot			0			statement	4.312865734100340
12	12	53.0	59.0	 Maar op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto.	robot			0			statement	4.9346442222595200
13	13	60.0	62.0	 Daar maken we een leuk spel van.	robot			0			statement	4.996688365936280
14	14	63.0	67.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
15	15	69.0	70.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
16	16	71.0	72.0	" Ja, is oké."	human			0			pos_answer	5.179611682891850
17	17	72.0	74.0	 Het werkt als volgt.	robot			0			back-channeling	2.0752921104431200
18	18	75.0	78.0	 We gaan door vrienden een voor een langs.	robot			0			statement	4.7611918449401900
19	19	78.0	85.0	 Jij vertelt wie je op welke plek ziet en het vertelt dan op welke plek die staat in mijn plaatje.	robot			0			statement	5.099942684173580
20	20	86.0	92.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.666942596435550
21	21	93.0	94.0	 Leuk toch?	robot			0			comment	1.0802743434906000
22	22	94.0	95.0	 Ja.	human			0			pos_answer	5.313272953033450
23	23	96.0	98.0	 Laten we dit even oefenen.	robot			0			command	3.5035977363586400
24	24	99.0	103.0	 Druk maar op de knop om door te gaan naar de oefenronde.	robot			0			statement	1.4271230697631800
25	25	104.0	111.0	" Beschrijf nu maar aan mij wie er bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	1.991439700126650
26	26	113.0	116.0	Dat is de plek met het cijfer 1 erboven.	robot			0	1	continue	statement	3.9814414978027300
