	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	2.0	 Hoi! Mijn naam is Robin.	robot			0			statement	3.935851812362670
1	1	3.0	4.0	 Hoe heet jij?	robot			0			open_question_factual	3.5617268085479700
2	2	4.0	5.0	 Ik heet Anita.	human			0			statement	3.0042507648468000
3	3	8.0	11.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	1.7970410585403400
4	4	12.0	14.0	 Het gaat over mijn drie vrienden.	robot			0			statement	5.2363362312316900
5	5	15.0	17.0	 Ik zal ze aan je voorstellen.	robot			0			statement	4.214899063110350
6	6	20.0	23.0	 Zie je daar de tablet? Op die stand blijft naast mij.	robot			0			statement	4.199041843414310
7	7	24.0	25.0	 Ja!	human			0			pos_answer	2.5771937370300300
8	8	26.0	31.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.932474613189700
9	9	32.0	34.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
10	10	35.0	37.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
11	11	39.0	43.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.8145439624786400
12	12	44.0	47.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
13	13	48.0	51.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
14	14	52.0	58.0	" Maar, op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto."	robot			0			statement	5.120061874389650
15	15	59.0	61.0	 Daar maken we een leuk spel van.	robot			0			statement	4.0685296058654800
16	16	62.0	66.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
17	17	68.0	69.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
18	18	70.0	71.0	 Ja!	human			0			pos_answer	4.603222846984860
19	19	72.0	74.0	 Het werkt als volgt.	robot			0			pos_answer	1.836560845375060
20	20	75.0	78.0	 We gaan door vrienden een voor een langs.	robot			0			statement	4.7611918449401900
21	21	78.0	85.0	 Jij vertelt wie je op welke plek ziet en heb vertel dan op welke plek die staat in mijn plaatje.	robot			0			statement	4.967099666595460
22	22	86.0	92.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.668951988220220
23	23	93.0	94.0	 Leuk toch?	robot			0			comment	1.0802743434906000
24	24	95.0	96.0	 Zeker!	human			0			pos_answer	0.7006123661994930
25	25	97.0	98.0	 Laten we het even oefenen.	robot			0			command	4.427540302276610
26	26	99.0	103.0	 Druk maar op de knop om door te gaan naar de oefenonder.	robot			0			statement	1.4049925804138200
27	27	103.0	112.0	" Beschrijf nu maar aan mij die bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	2.101367235183720
28	28	113.0	117.0	Dat is de plek met het cijfer 1 erboven.	robot			0	1	continue	statement	4.259583473205570
29	29	118.0	124.0	 Je kunt bijvoorbeeld aan mij vertellen hoe mijn gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.6061229705810500
30	30	125.0	129.0	 Het haar is blond en het is een mevrouw.	human	 Het haar is blond en het is een mevrouw.	7	0	1	answer-description	statement	5.480590343475340
31	31	129.0	132.0	" Oh ja, die staat bij mij op de tweede plek."	robot			0	1	ack-done	opinion	3.3419740200042700
32	32	133.0	136.0	Je kan nu op het cijfer 1 tikken.	robot			0			statement	3.3085238933563200
33	33	137.0	139.0	 Er opent dan een muntje.	robot			0			statement	5.5336480140686000
34	34	140.0	146.0	Daarin kan je het cijfer 2 invullen om aan te geven dat die op de tweede plek staat bij mij.	robot			0			statement	4.890611171722410
35	35	147.0	153.0	" Als je dat gedaan hebt, verschijnt er een vinkje om aan te geven dat je het hebt ingevuld."	robot			0			statement	3.99428129196167
36	36	154.0	155.0	 Klopt dat?	robot			0			back-channeling	1.9139047861099200
37	37	156.0	157.0	 Dat klopt!	human			0			statement	1.013807773590090
38	38	157.0	162.0	 In het echte spel moeten we samen de antwoorden vinden voor alle vrienden.	robot			0			statement	3.409343957901000
39	39	163.0	167.0	 Voor we doorgaan naar het echte spel nog even een paar spelregels.	robot			0			statement	3.3675804138183600
40	40	168.0	171.0	 Je krijgt de plaats maar een paar seconden te zien.	robot			0			statement	5.172386646270750
41	41	172.0	176.0	 Onthoud dus goed wie waar staat en hoe die persoon eruit ziet.	robot			0			opinion	2.785181760787960
42	42	177.0	183.0	 Daarna kun je vertellen wat je zag en gaan wij overleggen wie waar staat op jouw plaats.	robot			0			statement	3.471115827560430
43	43	183.0	184.0	 Is dat goed?	robot			0			yes_no_question	3.2676827907562300
44	44	185.0	186.0	 Ja!	human			0			pos_answer	4.718042373657230
45	45	187.0	188.0	 Top!	robot			0			abandon	4.111415386199950
