	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	2.1295268535614000
1	1	5.0	7.0	 Ik heet Pieter.	human			0			statement	4.081658363342290
2	2	9.0	13.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	1.44351065158844
3	3	13.0	17.0	 Het gaat over mijn drie vrienden.	robot			0			statement	5.2363362312316900
4	4	17.0	20.0	 Ik zal ze aan u voorstellen.	robot			0			statement	4.806372165679930
5	5	21.0	25.0	 Zie je daar de tablet op die standaard naast mij?	robot			0			statement	3.4756996631622300
6	6	25.0	27.0	 Jazeker.	human			0			pos_answer	4.514292240142820
7	7	27.0	33.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.728891849517820
8	8	33.0	36.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
9	9	36.0	39.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
10	10	43.0	48.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.8145439624786400
11	11	48.0	52.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
12	12	52.0	56.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
13	13	56.0	63.0	 Maar op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto.	robot			0			statement	5.253235340118410
14	14	63.0	66.0	 Daar maken we een leuk spekje van.	robot			0			statement	3.1216719150543200
15	15	66.0	71.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.449937343597410
16	16	71.0	74.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
17	17	74.0	76.0	" Ja, dat is een goed plan."	human			0			pos_answer	2.2761502265930200
18	18	76.0	79.0	 Het werkt als volgt.	robot			0			statement	1.4544016122818000
19	19	79.0	83.0	 We gaan door vrienden een voor een langs.	robot			0			statement	4.7611918449401900
20	20	83.0	90.0	 Jij vertelt wie je op welke plek ziet en heb vertel dan op welke plek die staat in mijn plaatje.	robot			0			statement	4.967099666595460
21	21	90.0	97.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is ons score over."	robot			0			statement	4.681854724884030
22	22	97.0	99.0	 Leuk toch?	robot			0			comment	0.8912439346313480
23	23	99.0	101.0	" Dat is hartstikke leuk, ja."	human			0			comment	1.35197913646698
24	24	101.0	104.0	 Laten we dit even oefenen.	robot			0			command	2.4727327823638900
25	25	104.0	108.0	 Druk maar op de knop om door te gaan naar de oefenronde.	robot			0			statement	1.4271230697631800
26	26	113.0	121.0	" Beschrijf nu maar aan mij wie er bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	1.991439700126650
27	27	121.0	125.0	Dat is de plek met cijfer 1 erboven.	robot			0	1	continue	statement	4.15159273147583
28	28	125.0	132.0	 Je kunt bijvoorbeeld aan mij vertellen hoe mijn gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.712012529373170
29	29	135.0	138.0	"Oké, nummer 1 is een blonde dame."	human	een blonde dame.	7	0	1	answer-description	statement	3.8698155879974400
30	30	139.0	143.0	" Oh ja, die staat bij mij op de tweede plek."	robot			0	1	ack-done	opinion	2.953880786895750
31	31	143.0	147.0	Je kan nu op het cijfer 1 tikken.	robot			0			statement	3.3085238933563200
32	32	147.0	150.0	" Oh, dit is dan leuk."	human			0			comment	1.7343727350235000
33	33	150.0	158.0	Daarin kan je het cijfer 2 invullen om aan te geven dat die op de tweede plek staat bij mij.	robot			0			statement	2.3069775104522700
34	34	158.0	165.0	" Als je dat gedaan hebt, verschijnt er een vinkje om aan te geven dat je het hebt ingevuld."	robot			0			statement	3.99428129196167
35	35	165.0	167.0	 Klopt dat?	robot			0			back-channeling	1.9139047861099200
36	36	167.0	169.0	" Ja, dat klopt."	human			0			pos_answer	2.749783754348760
37	37	169.0	171.0	 Mooi.	robot			0			appreciation	1.7821452617645300
38	38	171.0	176.0	 In het echte spel moeten we samen de antwoorden vinden voor alle vrienden.	robot			0			statement	3.0536177158355700
