	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	4.5	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	2.9161159992218000
1	1	4.5	6.5	 Ik ben Ingrid.	human			0			statement	4.229629993438720
2	2	11.5	15.0	" Oké, leuk dat je mee doet met dit spelletje."	robot			0			comment	1.5942951440811200
3	3	15.5	18.5	 Het gaat over mijn drie vrienden.	robot			0			statement	5.158087253570560
4	4	19.0	21.5	 Ik zal ze aan je voorstellen.	robot			0			statement	4.214899063110350
5	5	23.5	27.5	" Zie je daar de tablet, op die standaard naast mij?"	robot			0			statement	2.8319458961486800
6	6	27.5	29.0	" Ja, die zie ik."	human			0			statement	2.918821096420290
7	7	29.0	33.0	" Als je de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.290241718292240
8	8	34.0	36.0	 Kijk goed naar hun gezichten.	robot			0			statement	4.092648983001710
9	9	37.0	39.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
10	10	42.5	46.5	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.8145439624786400
11	11	47.5	50.5	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
12	12	51.5	54.5	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
13	13	55.5	61.5	 Maar op mijn foto staan mijn vrienden op een andere volvoorde dan op jouw foto.	robot			0			statement	5.351109027862550
14	14	62.5	65.5	 Daar maken we een leuk spel van.	robot			0			statement	4.883369445800780
15	15	66.0	69.5	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
16	16	71.5	73.5	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
17	17	74.5	75.5	" Ja, oké."	human			0			pos_answer	5.358452320098880
18	18	75.5	77.5	 Het werkt als volgt.	robot			0			back-channeling	1.54607355594635
19	19	78.0	80.5	 We gaan de vrienden een voor een langs.	robot			0			statement	3.7233316898345900
20	20	81.5	87.5	 Jij vertelt wie je op welke plek ziet en het vertelt dan op welke plek die staat in mijn plaatje.	robot			0			statement	5.162624835968020
21	21	88.5	95.5	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.666942596435550
22	22	96.5	97.5	 Leuk toch?	robot			0			comment	1.0802743434906000
23	23	98.5	99.5	 Ja.	human			0			pos_answer	5.313272953033450
24	24	99.5	101.5	 Laten we dit even oefenen.	robot			0			command	3.5035977363586400
25	25	102.5	106.5	 Druk maar op de knop om door te gaan naar de oefenronde.	robot			0			statement	1.4271230697631800
26	26	110.5	117.5	" Schrijf nu maar aan mij wie bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		statement	2.469170331954960
27	27	118.5	121.5	Dat is de plek met het cijfer 1 erboven.	robot			0	1	continue	statement	3.696378707885740
28	28	122.5	128.5	 Je kunt bijvoorbeeld aan mij vertellen hoe je gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.3071463108062700
29	29	132.5	136.5	" Blond haar, lang blond haar en een lichte huid."	human	" Blond haar, lang blond haar en een lichte huid."	7	0	1	answer-description	statement	4.396621227264400
