	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	2.8001320362091100
1	1	5.0	8.0	 Maurice.	human			0			statement	3.0900461673736600
2	2	8.0	12.0	" Oké, leuk dat je mee doet met dit spelletje."	robot			0			comment	1.0565927028656000
3	3	12.0	18.0	 Het gaat over mijn drie vrienden. Ik zal ze aan je voorstellen.	robot			0			statement	4.765061378479000
4	4	20.0	25.0	 Zie je daar de tablet op die stand daar naast mij?	robot			0			statement	3.937190294265750
5	5	25.0	27.0	 Ja.	human			0			pos_answer	4.644033432006840
6	6	27.0	33.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.956076145172120
7	7	33.0	36.0	 Kijk goed naar mijn gezichten.	robot			0			statement	2.725484609603880
8	8	36.0	39.0	 Die moet je een beetje onthouden.	robot			0			opinion	4.383497714996340
9	9	45.0	50.0	 Deze vrienden gaan over de bouw naartoe en maken dan een foto.	robot			0			statement	3.4283764362335200
10	10	50.0	54.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.775865077972410
11	11	54.0	58.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
12	12	58.0	65.0	 Maar op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto.	robot			0			statement	5.253235340118410
13	13	65.0	68.0	 Daar maken we een leuk spel van.	robot			0			statement	4.996688365936280
14	14	68.0	73.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
15	15	73.0	76.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
16	16	76.0	78.0	 Prima.	human			0			statement	2.6766252517700200
17	17	78.0	81.0	 Het werkt als volgt.	robot			0			statement	0.8244079351425170
18	18	81.0	85.0	 We gaan door vrienden een voor een langs.	robot			0			statement	4.7611918449401900
19	19	85.0	92.0	 Jij vertelt wie je op welke plek ziet en heb vertel dan op welke plek je staat in mijn plaatje.	robot			0			statement	4.900251865386960
20	20	92.0	100.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.638779163360600
21	21	100.0	102.0	 Leuk toch?	robot			0			comment	1.0802743434906000
22	22	104.0	107.0	 Laten we dit even oefenen.	robot			0			command	2.9838521480560300
23	23	107.0	111.0	 Druk maar op de knop om door te gaan naar de oefen.	robot			0			statement	1.5280401706695600
24	24	111.0	114.0	 Let je ook op? Je moet me wel helpen.	human			0			statement	1.9395358562469500
25	25	116.0	124.0	" Beschrijf nu maar aan mij wie er bij jou op de eerste plek staat, zodat ik begrijp wie je bedoelt."	robot			0	1		opinion	2.0261428356170700
26	26	124.0	128.0	Dat is de plek met cijfer 1 erboven.	robot			0	1	continue	statement	4.15159273147583
27	27	128.0	135.0	 Je kunt bijvoorbeeld aan mij vertellen hoe een gezicht eruit ziet of iets anders dat opvalt.	robot			0	1	continue	statement	3.4761171340942400
28	28	137.0	141.0	 Een lachende vrouw met blonde haar.	human	 Een lachende vrouw met blonde haar.	7	0	1	answer-description	statement	4.538456916809080
29	29	143.0	147.0	" Oh ja, die staat bij mij op de tweede plek."	robot			0	1	ack-done	opinion	3.71110463142395
