	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	3.334437131881710
1	1	5.0	7.0	 Willard.	human			0			statement	3.6758086681366000
2	2	7.0	11.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	1.3143054246902500
3	3	11.0	17.0	 Het gaat over mijn drie vrienden. Ik zal ze aan je voorstellen.	robot			0			statement	4.705556869506840
4	4	19.0	23.0	" Zie je daar de tablet, op die standaard naast mij?"	robot			0			statement	3.056006669998170
5	5	23.0	28.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.435609340667730
6	6	29.0	35.0	 Kijk goed naar hun gezichten. Die moet je een beetje onthouden.	robot			0			statement	2.959731101989750
7	7	37.0	41.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.462880849838260
8	8	42.0	45.0	 Soms staan ze ook op de foto met anderen.	robot			0			statement	3.4819610118866000
9	9	46.0	49.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.834238290786740
10	10	50.0	56.0	" Maar, op mijn foto staan mijn vrienden op een andere volgorde dan op jouw foto."	robot			0			statement	5.120061874389650
11	11	57.0	59.0	 Daar maken we een leuk spel van.	robot			0			statement	4.0685296058654800
12	12	60.0	64.0	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	4.68618631362915
13	13	66.0	67.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
14	14	69.0	70.0	 Ja.	human			0			pos_answer	5.4217610359191900
15	15	71.0	72.0	 Het werkt als volgt.	robot			0			back-channeling	2.9404990673065200
16	16	73.0	76.0	 We gaan de vrienden een voor een langs.	robot			0			statement	3.7233316898345900
17	17	77.0	83.0	 Jij vertelt wie je op welke plek ziet en ik vertel dan op welke plek die staat in mijn plaatje.	robot			0			statement	4.878189563751220
18	18	84.0	91.0	" Als we goed overleggen, vinden we samen de juiste antwoorden en is onze score hoger."	robot			0			statement	4.239649295806890
19	19	92.0	93.0	 Leuk toch?	robot			0			comment	1.0802743434906000
20	20	94.0	95.0	 Ja.	human			0			pos_answer	5.313272953033450
21	21	96.0	98.0	 Laten we dit even oefenen.	robot			0			command	3.5035977363586400
