	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	4.5	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	1.887210726737980
1	1	4.5	6.0	 Rene.	human			0			statement	3.1569223403930700
2	2	6.0	10.5	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			statement	1.0059168338775600
3	3	10.5	18.0	 Het gaat over mijn drie vrienden. Ik zal ze aan me voorspellen.	robot			0			statement	5.27874231338501
4	4	18.0	22.5	 Zie je daar de tablet? Die staat daar naast mij.	robot			0			statement	4.307380199432370
5	5	22.5	28.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	human			0			statement	4.948021411895750
6	6	28.0	34.0	 Kijk goed naar hun gezichten. Die moeten een beetje onthouden.	robot			0			statement	2.818333387374880
7	7	34.0	39.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.6005420684814500
8	8	39.0	44.0	 Soms staan ze ook op de foto met andere vrienden.	robot			0			statement	3.7170183658599900
9	9	44.0	48.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.8256185054779100
10	10	48.0	52.0	 Maar ik heb een andere foto dan jij.	robot			0			statement	3.992851972579960
11	11	52.0	59.0	 Daar maken we een leuk spelletje van. Zoek de verschillen.	robot			0			statement	4.406179904937740
12	12	59.0	65.0	 Op mijn foto kunnen deze vrienden op andere plekken staan dan op jouw foto.	robot			0			statement	5.406329154968260
13	13	65.0	70.5	 Wij gaan elke ronde samen uitzoeken wie waar staat.	robot			0			statement	5.317052841186520
14	14	70.5	73.0	 Is dat oké?	robot			0			yes_no_question	3.4582459926605200
15	15	73.0	74.5	 Ja.	human			0			pos_answer	5.4217610359191900
16	16	74.5	77.0	 Het werkt als volgt.	robot			0			back-channeling	2.9404990673065200
17	17	77.0	81.5	 Als je denkt dat een vriend die je ziet op een andere plek staat dan bij mij...	robot			0			opinion	4.3293304443359400
18	18	81.5	85.0	 kun je op het hoofd van die vriend drukken.	robot			0			statement	4.930155277252200
19	19	85.0	88.0	 Dat doe je op de tablet.	robot			0			statement	5.739253520965580
