	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	" Hoi, mijn naam is Robin. Hoe heet jij?"	robot			0			statement	3.334437131881710
1	1	5.0	7.0	 Hudson.	human			0			statement	3.0424740314483600
2	2	8.0	12.0	" Oké, leuk dat je meedoet met dit spelletje."	robot			0			comment	0.844322919845581
3	3	12.0	16.0	 Het gaat over mijn drie vrienden.	robot			0			statement	5.2363362312316900
4	4	16.0	19.0	 Ik zal ze aan je voorstellen.	robot			0			statement	4.214899063110350
5	5	20.0	24.0	" Zie je daar de tablet, op die stand daar naast mij?"	robot			0			statement	2.6480042934417700
6	6	24.0	26.0	 Ja.	human			0			pos_answer	4.317912578582760
7	7	26.0	31.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	4.956076145172120
8	8	31.0	34.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
9	9	34.0	37.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
10	10	45.0	48.0	 Druk nog niet op de volgende knop.	robot			0			statement	2.6030893325805700
11	11	49.0	54.0	 Deze vrienden gaan over de toon naartoe en maken dan een foto.	robot			0			statement	4.1876349449157700
12	12	54.0	58.0	 Soms staan ze ook op de foto met andere vrienden.	robot			0			statement	3.8288514614105200
13	13	59.0	66.0	" Wij krijgen allebei deze foto's te zien, maar ik heb een andere foto dan jij."	robot			0			statement	5.0098066329956100
14	14	67.0	70.0	 Daar maken we een leuk spel van.	robot			0			statement	5.183575630187990
15	15	70.0	72.0	 Zoek de verschillen.	robot			0			statement	2.694207191467290
16	16	74.0	79.0	 Op mijn foto kunnen deze vrienden op andere plekken staan dan op jouw foto.	robot			0			statement	5.741087436676030
17	17	80.0	84.0	 Wij gaan elke ronde samen uitzoeken wie er staat.	robot			0			statement	5.440866947174070
18	18	85.0	87.0	 Is dat oké?	robot			0			yes_no_question	3.453068256378170
19	19	88.0	89.0	 Ja.	human			0			pos_answer	5.4217610359191900
20	20	89.0	91.0	 Het werkt als volgt.	robot			0			back-channeling	2.9404990673065200
21	21	92.0	99.0	" Als je denkt dat een vriend die je ziet op een andere plek staat dan bij mij, dan kun je op het hoofd van die vriend drukken."	robot			0			opinion	3.816192865371700
22	22	100.0	102.0	 Dat doe je op de tablet.	robot			0			statement	4.793941974639890
23	23	103.0	105.0	 Je ziet dan een menuutje.	robot			0			statement	2.5789554119110100
24	24	105.0	113.0	 Daar kun je aanklikken of die vriend op dezelfde plek staat of dat die vriend juist op een andere plek staat.	robot			0			statement	3.3267874717712400
25	25	114.0	116.0	 Zullen we dit even proberen?	robot			0			command	4.140161991119390
26	26	116.0	117.0	 Ja.	human			0			pos_answer	5.784555435180660
27	27	117.0	120.0	 Dik bij een van mijn drie vrienden op het hoofd.	robot			0			statement	4.366195201873780
28	28	121.0	127.0	 Zie je dat je nu kunt kiezen tussen dezelfde plek of andere plek?	robot			0			opinion	1.3474465608596800
29	29	129.0	130.0	 Ja.	human			0			pos_answer	4.732571125030520
30	30	130.0	131.0	 Mooi.	robot			0			appreciation	1.807247519493100
31	31	131.0	133.0	 Kies eens iets.	robot			0			opinion	2.0177528858184800
32	32	134.0	136.0	 Maak nu even niet uit wat.	robot			0			opinion	3.7046473026275600
33	33	137.0	147.0	" Als het goed is, zie je nu als je een keuze hebt gemaakt dat het hoofd van die vriend aan de zijkant rechts op het scherm komt te staan."	robot			0			statement	3.2717673778533900
34	34	148.0	149.0	 Klopt dat?	robot			0			back-channeling	1.8101794719696000
35	35	149.0	150.0	 Klopt.	human			0			statement	2.908888578414920
36	36	150.0	151.0	 Ja.	robot			0			abandon	3.9509119987487800
37	37	151.0	152.0	 Top.	robot			0			abandon	4.1940155029296900
38	38	153.0	159.0	 Als we goed overleggen vinden we samen de juiste antwoorden om tussen onze scoren over.	robot			0			statement	2.871319055557250
39	39	160.0	161.0	 Leuk toch?	robot			0			comment	1.2678122520446800
40	40	161.0	162.0	 Ja.	human			0			pos_answer	5.313272953033450
41	41	162.0	163.0	 Goed.	robot			0			back-channeling	4.199220180511480
42	42	163.0	165.0	 Nog even een paar spelregels.	robot			0			statement	0.7527071237564090
43	43	166.0	169.0	 Je krijgt het plaatje maar een paar seconden te zien.	robot			0			statement	2.932586908340450
44	44	170.0	174.0	 Onthoud dus goed wie waar staat en hoe die persoon eruit ziet.	robot			0			opinion	2.845346212387090
45	45	175.0	182.0	 Daarna kun je vertellen wat je zag en ga mij bespreken wie waar staat op jouw plaatje en op de pijnen.	robot			0			statement	4.130277156829830
46	46	183.0	184.0	 Is dat goed?	robot			0			yes_no_question	2.8713834285736100
