	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
0	0	0.0	5.0	 Hoi! Mijn naam is Robin. Hoe heet jij?	robot			0			statement	3.143904685974120
1	1	5.0	6.0	 Shereen.	human			0			statement	2.746065855026250
2	2	8.0	12.0	" Oké, leuk dat u mee doet met dit spelletje."	robot			0			comment	0.7720893025398250
3	3	12.0	15.0	 Het gaat over mijn drie vrienden.	robot			0			statement	5.175772666931150
4	4	15.0	18.0	 Ik zal ze aan u voorstellen.	robot			0			statement	4.806372165679930
5	5	20.0	24.0	" Zie je daar de tablet, op die stand daar naast mij?"	robot			0			statement	2.889556646347050
6	6	25.0	26.0	 Ja.	human			0			pos_answer	4.317912578582760
7	7	26.0	28.0	 Druk nog niet op de knop.	robot			0			statement	4.266856670379640
8	8	29.0	33.0	" Als je op de knop op het scherm drukt, dan zie je mijn vrienden."	robot			0			statement	5.321927547454830
9	9	34.0	36.0	 Kijk goed naar hun gezichten.	robot			0			statement	3.9267916679382300
10	10	37.0	39.0	 Die moet je een beetje onthouden.	robot			0			opinion	3.0842502117157000
11	11	41.0	45.0	 Deze vrienden gaan overal naartoe en maken dan een foto.	robot			0			statement	3.8145439624786400
12	12	46.0	50.0	 Soms staan ze ook op de foto met andere vrienden.	robot			0			statement	3.7170183658599900
13	13	51.0	54.0	 Wij krijgen allebei deze foto's te zien.	robot			0			statement	3.8256185054779100
14	14	55.0	58.0	 Maar ik heb een andere foto dan jij.	robot			0			statement	3.992851972579960
15	15	59.0	61.0	 Daar maken we een leuk spelletje van.	robot			0			statement	4.2533745765686000
16	16	62.0	64.0	 Zoek de verschillen.	robot			0			statement	2.460261106491090
17	17	66.0	71.0	 Op mijn foto kunnen deze vrienden op andere plekken staan dan op jouw foto.	robot			0			statement	5.741087436676030
18	18	72.0	76.0	 Wij gaan elke ronde samen uitzoeken wie er staat.	robot			0			statement	5.440866947174070
19	19	78.0	79.0	 Is dat oké?	robot			0			yes_no_question	3.453068256378170
20	20	80.0	81.0	 Ja.	human			0			pos_answer	5.4217610359191900
21	21	81.0	82.0	 Het werkt als volgt.	robot			0			back-channeling	2.9404990673065200
22	22	83.0	90.0	" Als je denkt dat een vriend die je ziet op een andere plek staat dan bij mij, kun je op het hoofd van die vriend drukken."	robot			0			opinion	3.110227584838870
23	23	91.0	93.0	 Dat doe je op de tablet.	robot			0			statement	5.016317844390870
24	24	94.0	96.0	 Je ziet dan een menu.	robot			0			statement	2.2854251861572300
25	25	97.0	100.0	 Daar kun je aanklikken of die vriend op dezelfde plek staat.	robot			0			statement	2.45525860786438
26	26	101.0	104.0	 Of dat die vriend juist op een andere plek staat.	robot			0			statement	3.4934873580932600
27	27	105.0	107.0	 Zullen we dit even proberen?	robot			0			yes_no_question	3.684735059738160
28	28	108.0	109.0	 Ja.	human			0			pos_answer	5.784555435180660
29	29	109.0	112.0	 Tik bij een van mijn drie vrienden op het hoofd.	robot			0			statement	4.382469654083250
30	30	113.0	118.0	 Zie je dat je kunt kiezen tussen dezelfde plek of andere plek.	robot			0			statement	1.263999581336980
31	31	118.0	119.0	 Oké.	human			0			pos_answer	4.873173236846920
32	32	138.0	140.0	 Je kunt op je hoofd drukken.	robot			0			statement	5.1956071853637700
33	33	149.0	152.0	 En dan komt er te staan dezelfde plek of andere plek.	robot			0			statement	4.488555431365970
34	34	157.0	158.0	 Lukt dat?	robot			0			abandon	2.0480284690856900
35	35	159.0	160.0	 Ja.	human			0			pos_answer	4.934396266937260
36	36	160.0	161.0	 Mooi.	robot			0			appreciation	1.807247519493100
37	37	162.0	163.0	 Kies eens iets.	robot			0			opinion	2.0177528858184800
38	38	164.0	166.0	 Maak nu even niet uit wat.	robot			0			opinion	3.7046473026275600
39	39	167.0	176.0	" Als het goed is, zie je nu als je een keuze hebt gemaakt dat het hoofd van die vriend aan de zijkant rechts op het scherm staat."	robot			0			statement	3.1975104808807400
40	40	176.0	177.0	 Klopt dat?	robot			0			back-channeling	1.9592355489730800
